Protein IDs,Majority protein IDs,Protein names,Gene names,Intensity EV_AA1,Intensity EV_AA2,Intensity EV_AA3,Intensity EV_B1,Intensity EV_B2,Intensity EV_B3,Intensity WT_AA1,Intensity WT_AA2,Intensity WT_AA3,Intensity WT_B1,Intensity WT_B2,Intensity WT_B3,iBAQ,iBAQ EV_AA1,iBAQ EV_AA2,iBAQ EV_AA3,iBAQ EV_B1,iBAQ EV_B2,iBAQ EV_B3,iBAQ WT_AA1,iBAQ WT_AA2,iBAQ WT_AA3,iBAQ WT_B1,iBAQ WT_B2,iBAQ WT_B3,LFQ intensity EV_AA1,LFQ intensity EV_AA2,LFQ intensity EV_AA3,LFQ intensity EV_B1,LFQ intensity EV_B2,LFQ intensity EV_B3,LFQ intensity WT_AA1,LFQ intensity WT_AA2,LFQ intensity WT_AA3,LFQ intensity WT_B1,LFQ intensity WT_B2,LFQ intensity WT_B3
Q1KMD3;H3BQZ7,Q1KMD3;H3BQZ7,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2;hCG_2044799,2884600000,3709600000,3708400000,3294500000,3762900000,3846200000,6611400000,5641900000,6001500000,5546400000,6201600000,5429500000,1573300000,80127000,103040000,103010000,91515000,104530000,106840000,183650000,156720000,166710000,154070000,172270000,150820000,2658100000,3086200000,3139200000,3371700000,4029900000,3493600000,3172900000,3338800000,3665400000,3743800000,4285500000,3663400000
Q2KHR3-2;Q2KHR3,Q2KHR3-2;Q2KHR3,Glutamine and serine-rich protein 1,QSER1,11150000,10387000,12133000,9690000,6978500,5592100,15224000,12542000,0,15330000,20980000,6549500,2008800,176990,164880,192590,153810,110770,88763,241650,199070,0,243330,333010,103960,0,0,0,0,0,0,0,0,0,0,0,4879100
Q2NL82,Q2NL82,Pre-rRNA-processing protein TSR1 homolog,TSR1,13771000,44044000,26456000,38231000,18869000,20567000,71338000,86548000,26268000,0,46587000,61352000,13759000,417290,1334700,801700,1158500,571780,623250,2161700,2622700,796000,0,1411700,1859200,0,0,0,0,0,0,0,51276000,0,0,0,0
Q2TAL8,Q2TAL8,Glutamine-rich protein 1,QRICH1,14326000,15437000,14510000,17794000,19652000,20984000,16151000,19068000,31165000,15466000,22899000,20996000,12024000,754010,812460,763710,936530,1034300,1104400,850050,1003600,1640300,813980,1205200,1105000,0,0,0,0,0,0,0,0,0,0,0,15641000
Q2TAY7;B4E3L0,Q2TAY7;B4E3L0,WD40 repeat-containing protein SMU1,SMU1,5264700000,5631200000,6530900000,7239600000,6602500000,6749100000,7658300000,6674500000,9250900000,10008000000,9455600000,7707700000,3414300000,202490000,216580000,251190000,278450000,253940000,259580000,294550000,256710000,355800000,384910000,363680000,296450000,4509200000,5259500000,5142200000,7196600000,7081100000,6638100000,4138800000,4470900000,4927500000,5632200000,6252000000,5451900000
Q2TBE0;Q2TBE0-2;H7C3G7;Q2TBE0-3;H0YE03,Q2TBE0;Q2TBE0-2;H7C3G7;Q2TBE0-3;H0YE03,CWF19-like protein 2,CWF19L2,27771000000,29835000000,26104000000,22698000000,21145000000,22977000000,33895000000,31710000000,32039000000,28056000000,26025000000,28103000000,6742000000,566760000,608880000,532720000,463230000,431530000,468910000,691730000,647130000,653850000,572580000,531120000,573530000,23901000000,23481000000,20792000000,22691000000,23066000000,23182000000,16808000000,19269000000,19944000000,16792000000,16901000000,20473000000
Q32MZ4-3;Q32MZ4-2;Q32MZ4;C9JTC6,Q32MZ4-3;Q32MZ4-2;Q32MZ4,Leucine-rich repeat flightless-interacting protein 1,LRRFIP1,430280000,364790000,290930000,449030000,309960000,331770000,411940000,378180000,577540000,350020000,413930000,444680000,148530000,13446000,11400000,9091700,14032000,9686400,10368000,12873000,11818000,18048000,10938000,12935000,13896000,309790000,289600000,268160000,323860000,443660000,351050000,203100000,233650000,320080000,293110000,242940000,359020000
Q32MZ4-4,Q32MZ4-4,Leucine-rich repeat flightless-interacting protein 1,LRRFIP1,32006000,33274000,35400000,20425000,20429000,37573000,30689000,24807000,0,37477000,32494000,37828000,10071000,941360,978650,1041200,600750,600860,1105100,902620,729630,0,1102300,955700,1112600,0,0,0,0,0,0,0,0,0,0,0,28179000
Q3B726,Q3B726,DNA-directed RNA polymerase I subunit RPA43,TWISTNB,1830900000,2237300000,2383900000,1032500000,1104600000,1397500000,3612900000,1756300000,1470100000,1427000000,1146100000,1078200000,1365100000,122060000,149150000,158930000,68832000,73640000,93164000,240860000,117090000,98006000,95131000,76407000,71880000,1787900000,1877900000,1779400000,1077000000,1408300000,1307800000,1507800000,1022700000,967830000,868160000,795750000,808570000
Q3I768,Q3I768,,RAB11FIP2,2192100000,1623700000,1248700000,595590000,476990000,345560000,1710200000,1499500000,1290900000,743500000,342840000,470310000,432410000,75590000,55990000,43059000,20538000,16448000,11916000,58974000,51706000,44514000,25638000,11822000,16218000,1634000000,1257400000,1008400000,488270000,604650000,467610000,886210000,908670000,706710000,445570000,372880000,487260000
Q3KQU3-4;Q3KQU3;Q3KQU3-2;Q3KQU3-3;H0YF21;C9JIR3,Q3KQU3-4;Q3KQU3;Q3KQU3-2;Q3KQU3-3,MAP7 domain-containing protein 1,MAP7D1,117930000,88640000,122360000,115840000,108540000,97920000,183150000,207280000,303550000,231800000,171440000,95646000,51225000,3275800,2462200,3399000,3217700,3015000,2720000,5087600,5757700,8431900,6438900,4762100,2656800,90469000,96695000,68935000,116010000,101600000,82585000,95595000,99181000,179190000,143580000,149580000,110530000
Q3L8U1-2;Q3L8U1-3;Q3L8U1;H3BTW3;H3BSP3;H3BRU9,Q3L8U1-2;Q3L8U1-3;Q3L8U1;H3BTW3,Chromodomain-helicase-DNA-binding protein 9,CHD9,129540000,272330000,173590000,172540000,174680000,143280000,356050000,173740000,252240000,195480000,211110000,126980000,20530000,1116700,2347700,1496400,1487400,1505800,1235200,3069400,1497800,2174500,1685200,1819900,1094600,136260000,173900000,137920000,189910000,119560000,131680000,141460000,120670000,168660000,118860000,155970000,141540000
Q3MHD2;Q3MHD2-2;K7ELG9,Q3MHD2;Q3MHD2-2;K7ELG9,Protein LSM12 homolog,LSM12,368220000,527290000,506720000,499360000,366850000,560470000,2155300000,1486300000,1751900000,1649600000,1632900000,1833300000,1482000000,40913000,58588000,56303000,55484000,40761000,62275000,239480000,165140000,194660000,183290000,181440000,203700000,361070000,426140000,407720000,521430000,557270000,478400000,1110000000,1066400000,979030000,966350000,1060600000,1182300000
Q3SXY8;Q3SXY8-2;Q3SXY8-3;B4DRI8,Q3SXY8;Q3SXY8-2;Q3SXY8-3,ADP-ribosylation factor-like protein 13B,ARL13B,347850000,349590000,337920000,122020000,68347000,71829000,376950000,313090000,272700000,120120000,119890000,86037000,117560000,15811000,15891000,15360000,5546600,3106700,3264900,17134000,14232000,12395000,5460000,5449400,3910800,286730000,257020000,200900000,118520000,88297000,86253000,245210000,187620000,157070000,89967000,68838000,101170000
Q3YEC7;Q3YEC7-2;F2Z2T0;Q3YEC7-3;Q3YEC7-4;Q3YEC7-6;G8JLF3;Q3YEC7-5;G3V154;H0Y7H6;B1AMX5;H0Y4Z8,Q3YEC7;Q3YEC7-2;F2Z2T0;Q3YEC7-3;Q3YEC7-4;Q3YEC7-6;G8JLF3;Q3YEC7-5,Rab-like protein 6,RABL6,46421000000,50505000000,39504000000,40660000000,40003000000,35895000000,48434000000,45713000000,57597000000,50192000000,42137000000,47631000000,19453000000,1657900000,1803700000,1410800000,1452100000,1428700000,1282000000,1729800000,1632600000,2057000000,1792600000,1504900000,1701100000,37852000000,40509000000,32545000000,40203000000,42298000000,37396000000,24322000000,29096000000,34409000000,29614000000,27107000000,35885000000
Q3ZCM7;F5H0I4;Q5SQY0;I3L2F9;A6NNZ2;A6NKZ8;Q9H4B7;CON__ENSEMBL:ENSBTAP00000025008,Q3ZCM7;F5H0I4;Q5SQY0;I3L2F9;A6NNZ2;A6NKZ8,Tubulin beta-8 chain;Tubulin beta-8 chain-like protein LOC260334;Putative tubulin beta chain-like protein ENSP00000290377,TUBB8,1153100000,901760000,2835800000,1090700000,1118700000,1176600000,4576100000,6823900000,2747500000,5936700000,4737300000,5019000000,1905900000,57656000,45088000,141790000,54534000,55935000,58830000,228810000,341190000,137380000,296840000,236870000,250950000,878560000,939920000,1713400000,1123300000,1251300000,1029800000,2770400000,3315800000,1772900000,2859200000,2766800000,2344200000
Q3ZCQ8;Q3ZCQ8-2;M0R0C3;M0QXC3;M0R2Z3;M0R303;M0R2F8;Q330K1;M0R2D2;M0R1Y4;M0R003,Q3ZCQ8;Q3ZCQ8-2;M0R0C3;M0QXC3;M0R2Z3;M0R303;M0R2F8;Q330K1;M0R2D2;M0R1Y4;M0R003,Mitochondrial import inner membrane translocase subunit TIM50,TIMM50,0,0,0,4989000,0,18334000,23243000,46890000,16159000,9301300,20739000,15072000,11052000,0,0,0,356360,0,1309500,1660200,3349300,1154200,664380,1481400,1076600,0,0,0,0,0,0,0,27780000,0,0,0,0
Q49A26-4;Q49A26;Q49A26-5;K7EMM8;Q49A26-2;Q49A26-3;K7EPU6;K7EK70,Q49A26-4;Q49A26;Q49A26-5;K7EMM8;Q49A26-2;Q49A26-3,Putative oxidoreductase GLYR1,GLYR1,164110000,181340000,208960000,181410000,175400000,187260000,696830000,514320000,333280000,502030000,404260000,424260000,165560000,6837900,7555900,8706800,7558900,7308200,7802300,29034000,21430000,13887000,20918000,16844000,17678000,153160000,156390000,188240000,183060000,202980000,202820000,280660000,239750000,233660000,320430000,264830000,349370000
Q4G0J3;Q4G0J3-3;D6RFF0;D6RF22;D6RF49;D6RAF3;H0YA82,Q4G0J3;Q4G0J3-3;D6RFF0,La-related protein 7,LARP7,174220000,183090000,228000000,73440000,69458000,88083000,219980000,185450000,192890000,161460000,71305000,176520000,65139000,6222100,6539000,8142900,2622900,2480600,3145800,7856300,6623200,6889000,5766300,2546600,6304400,124880000,142100000,156860000,84214000,91416000,99795000,113930000,90300000,116180000,94001000,99175000,125200000
Q4KMP7;H3BSE1,Q4KMP7;H3BSE1,TBC1 domain family member 10B,TBC1D10B,66240000,60718000,55628000,37693000,5687900,35150000,94661000,75250000,70767000,14120000,47547000,62267000,21577000,2284100,2093700,1918200,1299800,196130,1212100,3264200,2594800,2440200,486900,1639500,2147100,54308000,46171000,47216000,40527000,0,38200000,43855000,47183000,41835000,0,35846000,43400000
Q4KMQ2-3;Q4KMQ2;Q4KMQ2-2;Q4KMQ2-4,Q4KMQ2-3;Q4KMQ2;Q4KMQ2-2;Q4KMQ2-4,Anoctamin-6,ANO6,199060000,204580000,217720000,46962000,39137000,57630000,170350000,144600000,242700000,75855000,73180000,72025000,35902000,4629200,4757700,5063300,1092100,910160,1340200,3961600,3362900,5644100,1764100,1701900,1675000,167000000,143730000,146220000,71763000,54035000,65164000,83351000,112820000,113610000,56704000,60487000,54980000
Q4VC05,Q4VC05,B-cell CLL/lymphoma 7 protein family member A,BCL7A,752140000,727860000,853840000,852310000,683520000,719580000,939310000,808620000,845680000,999900000,797400000,968110000,1243500000,94018000,90982000,106730000,106540000,85440000,89947000,117410000,101080000,105710000,124990000,99675000,121010000,644870000,621440000,601540000,794610000,604900000,658730000,448700000,559070000,570760000,600680000,678680000,697170000
Q4VC05-2,Q4VC05-2,B-cell CLL/lymphoma 7 protein family member A,BCL7A,13291000,17492000,0,13349000,17593000,13738000,0,21842000,17285000,13492000,18744000,17561000,18265000,1476700,1943500,0,1483200,1954800,1526400,0,2426800,1920500,1499200,2082700,1951200,0,0,0,0,0,0,0,0,0,0,0,13082000
Q52LJ0-2;Q52LJ0,Q52LJ0-2;Q52LJ0,Protein FAM98B,FAM98B,20397000,45566000,57394000,31376000,20336000,27900000,21175000,39621000,65505000,31131000,52123000,40525000,21574000,971280,2169800,2733000,1494100,968370,1328600,1008300,1886700,3119300,1482400,2482000,1929800,24366000,27995000,31261000,30907000,27806000,28358000,0,28424000,29064000,25362000,43089000,32435000
Q53F19;Q53F19-2;K7ELP6;K7EQA5,Q53F19;Q53F19-2,Uncharacterized protein C17orf85,C17orf85,1279100000,1237300000,1592000000,1161000000,1225400000,1269000000,2163500000,2037700000,1958100000,2610700000,2329900000,1753100000,824680000,51165000,49491000,63680000,46438000,49017000,50761000,86538000,81510000,78325000,104430000,93197000,70124000,1039500000,1039500000,1111400000,1231900000,1343200000,1298800000,1356600000,1382600000,1278000000,1358600000,1324300000,1359200000
Q53GG5-2;Q53GG5,Q53GG5-2;Q53GG5,PDZ and LIM domain protein 3,PDLIM3,2323700,0,9302000,4669900,12259000,8243400,7079900,8255600,14631000,0,14529000,22565000,6491200,145230,0,581370,291870,766200,515210,442500,515980,914450,0,908050,1410300,0,0,0,0,0,0,0,0,0,0,0,16810000
Q53GQ0;Q96EA9;E9PI21,Q53GQ0,Estradiol 17-beta-dehydrogenase 12,HSD17B12,29315000,31142000,17199000,23134000,22949000,27238000,197570000,0,110200000,108150000,90617000,46718000,46949000,1954300,2076100,1146600,1542300,1530000,1815800,13172000,0,7346600,7210200,6041100,3114600,32127000,32616000,0,31113000,32906000,33976000,103120000,0,51366000,51868000,49020000,37930000
Q53GS7-2;Q53GS7,Q53GS7-2;Q53GS7,Nucleoporin GLE1,GLE1,0,0,0,0,0,0,14553000,0,0,0,10165000,0,823930,0,0,0,0,0,0,485090,0,0,0,338840,0,0,0,0,0,0,0,7526400,0,0,0,0,0
Q53GS9;B9A018;Q53GS9-3;Q53GS9-2;F8WC91;C9JIU2;C9J0X5,Q53GS9;B9A018;Q53GS9-3;Q53GS9-2,U4/U6.U5 tri-snRNP-associated protein 2,USP39,2907900000,2484700000,3387300000,2152400000,1559800000,1771900000,4818200000,3969900000,3243400000,3387000000,3654300000,2708700000,1242900000,100270000,85680000,116800000,74219000,53787000,61100000,166140000,136890000,111840000,116790000,126010000,93402000,2706100000,2226700000,2615700000,2077900000,1790700000,1763800000,2496500000,2325800000,2067000000,2109200000,2258300000,1765000000
Q53H96;H0Y6C3;B5MD87;F8WEI0,Q53H96;H0Y6C3,Pyrroline-5-carboxylate reductase 3,PYCRL,63589000,89797000,91663000,50858000,76906000,73579000,102820000,214010000,182540000,174150000,242570000,120020000,114040000,4891500,6907500,7051000,3912200,5915900,5659900,7909400,16462000,14042000,13396000,18659000,9232100,66198000,98536000,88011000,92312000,95535000,94139000,68666000,98831000,80404000,106130000,76100000,92229000
Q53T94;Q53T94-2;Q53T94-3;F8WE32;F8WDU0,Q53T94;Q53T94-2,TATA box-binding protein-associated factor RNA polymerase I subunit B,TAF1B,2013300000,2397800000,2359400000,2360800000,1628500000,2185600000,2260000000,2822900000,2781200000,2067900000,1962000000,1820500000,952130000,71902000,85635000,84265000,84314000,58161000,78057000,80716000,100820000,99327000,73852000,70072000,65017000,1915100000,1829900000,1879200000,1928400000,1954500000,2210100000,1284300000,1713600000,1826900000,1233400000,1227000000,1397700000
Q53TQ3;Q53TQ3-2,Q53TQ3;Q53TQ3-2,INO80 complex subunit D,INO80D,34899000,33751000,15498000,19790000,0,21183000,13805000,25077000,37844000,26877000,28971000,19357000,7915800,997120,964320,442790,565430,0,605240,394420,716480,1081300,767900,827750,553050,0,0,0,0,0,0,0,0,0,0,0,14420000
Q562F6-2;Q562F6,Q562F6-2;Q562F6,Shugoshin-like 2,SGOL2,48295000,46634000,53344000,40540000,45746000,34905000,77393000,38535000,48761000,25159000,19970000,43685000,7365700,680210,656820,751320,570990,644310,491620,1090000,542750,686780,354350,281270,615290,44807000,40508000,41526000,39409000,42296000,36597000,0,0,0,0,0,37058000
Q587I9,Q587I9,Vesicle transport protein SFT2C,SFT2D3,147490000,278190000,127340000,125970000,136640000,169790000,170420000,161210000,275690000,186710000,176200000,205890000,216150000,14749000,27819000,12734000,12597000,13664000,16979000,17042000,16121000,27569000,18671000,17620000,20589000,0,205390000,0,129010000,155790000,167570000,0,0,175160000,0,0,167180000
Q58A45-2;Q58A45-4;Q58A45-3;Q58A45,Q58A45-2;Q58A45-4;Q58A45-3;Q58A45,PAB-dependent poly(A)-specific ribonuclease subunit 3,PAN3,0,3125500,2744200,0,1934800,1089400,7436600,6751900,7572000,3984200,3146800,3210300,1639800,0,125020,109770,0,77394,43574,297470,270070,302880,159370,125870,128410,0,0,0,0,0,0,0,0,0,0,0,2391500
Q58FF8,Q58FF8,Putative heat shock protein HSP 90-beta 2,HSP90AB2P,10105000,12659000,16296000,19001000,17411000,16480000,0,27540000,34638000,31392000,36370000,31776000,12683000,505240,632950,814800,950060,870560,823990,0,1377000,1731900,1569600,1818500,1588800,0,0,0,0,0,0,0,0,0,0,0,23671000
Q5BJH7-4;Q5BJH7-5;Q5BJH7-3;Q5BJH7;K7ERQ0;K7ERY2;Q5BJH7-6,Q5BJH7-4;Q5BJH7-5;Q5BJH7-3;Q5BJH7;K7ERQ0;K7ERY2;Q5BJH7-6,Protein YIF1B,YIF1B,15304000,12322000,17101000,10004000,19721000,15140000,166000000,88242000,77496000,106070000,69159000,74534000,134220000,3060900,2464300,3420200,2000800,3944100,3028100,33201000,17648000,15499000,21213000,13832000,14907000,0,0,21735000,0,26880000,22235000,120480000,40984000,39831000,46673000,38784000,43325000
Q5BKZ1;Q5BKZ1-3;Q5BKZ1-2;E2QRN4,Q5BKZ1;Q5BKZ1-3,DBIRD complex subunit ZNF326,ZNF326,6138900000,6948200000,7111900000,6016700000,5969400000,6813500000,10344000000,7884000000,8114000000,10556000000,10646000000,8058600000,3262100000,211680000,239590000,245240000,207470000,205840000,234950000,356680000,271860000,279790000,364010000,367120000,277880000,5398400000,5261500000,5764400000,6352200000,6940800000,6632400000,5375500000,4954900000,4969700000,6101200000,6183600000,5698100000
Q5C9Z4,Q5C9Z4,Nucleolar MIF4G domain-containing protein 1,NOM1,0,41754000,34211000,25666000,32034000,37220000,11687000,37519000,51615000,78501000,41333000,35035000,9920400,0,971020,795610,596870,744970,865590,271790,872540,1200400,1825600,961230,814780,0,33142000,27595000,0,34629000,39488000,0,0,0,0,0,0
Q5H9L4-2;Q5H9L4;Q5H9L4-3,Q5H9L4-2;Q5H9L4;Q5H9L4-3,Transcription initiation factor TFIID subunit 7-like,TAF7L,4486600000,4086400000,4223800000,3488100000,3678800000,4280800000,3998100000,4150200000,5016200000,5081400000,4679300000,3559000000,2669900000,236140000,215070000,222310000,183590000,193620000,225300000,210430000,218430000,264010000,267440000,246280000,187320000,3721000000,3477300000,3473900000,3458200000,3949300000,4008300000,2212900000,2678000000,2979600000,2899900000,3176500000,2637300000
Q5JR04;Q9HCE1;Q9HCE1-2,Q5JR04;Q9HCE1;Q9HCE1-2,Putative helicase MOV-10,MOV10,289980000,267470000,328320000,290190000,243470000,279450000,3441700000,2873800000,2807500000,3344100000,2915200000,1988100000,366720000,5576600,5143700,6313900,5580600,4682000,5374100,66187000,55265000,53991000,64309000,56061000,38232000,337400000,269120000,379060000,343150000,324360000,337980000,1695900000,1763900000,1588200000,1868200000,1828200000,1424600000
Q5JSZ5;Q5JT00;Q5JSZ9;Q5JSZ5-2;Q5JSZ5-3;H3BLU0;Q5JSZ5-4,Q5JSZ5,Protein PRRC2B,PRRC2B,1946600000,1997800000,1892900000,1644100000,1390400000,1495000000,3339200000,2532500000,2109200000,2572500000,2556400000,2502100000,245080000,18364000,18847000,17858000,15510000,13117000,14104000,31502000,23891000,19898000,24269000,24117000,23605000,1670500000,1645800000,1518100000,1655200000,1564400000,1738000000,1639500000,1388600000,1327500000,1639800000,1566200000,1788400000
Q5JTH9-2;Q5JTH9-3;Q5JTH9;F5H456,Q5JTH9-2;Q5JTH9-3;Q5JTH9;F5H456,RRP12-like protein,RRP12,192040000,254080000,210940000,180500000,153530000,233820000,359150000,244320000,461880000,331920000,321340000,310570000,51652000,3048200,4033000,3348200,2865100,2437000,3711400,5700800,3878000,7331400,5268600,5100600,4929700,194530000,147740000,196820000,196040000,190060000,288500000,169970000,165510000,215430000,214680000,178410000,226690000
Q5JTV8,Q5JTV8,Torsin-1A-interacting protein 1,TOR1AIP1,5134200,9772300,14080000,2664000,7033700,6850000,23007000,8110600,15900000,14007000,19415000,16966000,4466900,160450,305380,440000,83249,219800,214060,718960,253460,496870,437720,606730,530190,0,0,0,0,0,0,0,0,0,0,0,12639000
Q5JUB0;Q5JUA9;Q9H269-2;Q9H269,Q5JUB0;Q5JUA9;Q9H269-2;Q9H269,Vacuolar protein sorting-associated protein 16 homolog,VPS16,0,0,0,0,0,0,0,0,0,6316100,7513800,0,1383000,0,0,0,0,0,0,0,0,0,631610,751380,0,0,0,0,0,0,0,0,0,0,0,4925400,0
Q5JVF3-3;Q5JVF3-2;Q5JVF3;Q5JVF3-4,Q5JVF3-3;Q5JVF3-2;Q5JVF3;Q5JVF3-4,PCI domain-containing protein 2,PCID2,305730000,300160000,288750000,233400000,185210000,250560000,250230000,285690000,234590000,392610000,309660000,269040000,122430000,11323000,11117000,10694000,8644500,6859500,9279900,9267600,10581000,8688400,14541000,11469000,9964600,216190000,176780000,195220000,223880000,202860000,241350000,188580000,184040000,164520000,273870000,248280000,200560000
Q9BZJ0-2;Q9BZJ0-3;Q5JY65;Q9BZJ0,Q9BZJ0-2;Q9BZJ0-3;Q5JY65;Q9BZJ0,Crooked neck-like protein 1,CRNKL1,5417300000,4589800000,5361900000,2308100000,1974500000,2263000000,4305200000,5343000000,3893200000,2877600000,3337000000,2715100000,1109600000,135430000,114740000,134050000,57702000,49363000,56575000,107630000,133580000,97330000,71940000,83426000,67876000,4315800000,3449500000,4191500000,2299100000,2425900000,2326900000,2317900000,2952800000,2771700000,1767800000,2157700000,2070100000
Q5KU26,Q5KU26,Collectin-12,COLEC12,48652000,32127000,32828000,11481000,0,22865000,53913000,42855000,29085000,30785000,0,0,8232200,1314900,868290,887240,310300,0,617980,1457100,1158200,786090,832020,0,0,0,0,0,0,0,0,0,0,0,18537000,0,0
Q9Y5K5-2;Q9Y5K5-4;Q9Y5K5-3;Q9Y5K5;Q5LJA5;Q5LJA9;B4DW59;B7Z9U9;H0Y6Y4;Q5LJB0;H0Y4E0;H0Y636;H0Y4K0,Q9Y5K5-2;Q9Y5K5-4;Q9Y5K5-3;Q9Y5K5;Q5LJA5;Q5LJA9;B4DW59;B7Z9U9;H0Y6Y4;Q5LJB0,Ubiquitin carboxyl-terminal hydrolase isozyme L5,UCHL5,332830000,437030000,366690000,369540000,296570000,317950000,717690000,533050000,684780000,742810000,503880000,543300000,324780000,18491000,24280000,20371000,20530000,16476000,17664000,39872000,29614000,38043000,41267000,27993000,30183000,294960000,381080000,329440000,372860000,370850000,385970000,351990000,334230000,328610000,370860000,352050000,373980000
